c,n,g,AP,APB-SUMATE,FP,LIBRE,LYP-ADN,MAS-IPSP,PDC,UNIDAD,n,b,v,c_replaced
820.201,U.E. Huayna Potosí,PDC,283,83,86,289,91,93,2754,310,770,93,3989,820.201
820.202,U.E. Noruega,PDC,398,142,105,453,107,201,3822,530,1066,125,5758,820.202
820.203,U.E. Tupac Katari,PDC,197,82,53,254,77,138,1931,351,536,56,3083,820.203
820.204,U.E. Rafael Mendoza Castellón B,PDC,337,145,84,573,116,218,3122,603,777,84,5198,820.204
820.2101,U. E. Luis Espinal de Collpani,PDC,480,177,156,470,144,287,3852,508,1361,130,6074,820.2101
820.2102,U. E. 6 de Junio de Cosmos 79,PDC,395,119,97,493,123,178,3324,576,1157,87,5305,820.2102
820.2103,U. E. Fernando Nogales Castro Fe y Alegría,PDC,304,159,88,760,123,214,2578,693,790,61,4919,820.2103
820.2104,U. E. República del Uruguay,PDC,71,13,22,31,19,16,458,31,192,21,661,820.2104
820.2105,U. E. República Popular de China,PDC,551,94,204,339,139,155,3747,295,1996,145,5524,820.2105
820.2201,U. E. Raúl Salmón de la Barra,PDC,189,98,57,307,58,121,1663,289,468,55,2782,820.2201
820.2202,U. E. Juan Carlos Flores Bedregal,PDC,542,177,185,590,141,231,4484,645,1276,140,6995,820.2202
820.2204,U. E. 16 de Febrero A,PDC,297,102,104,376,84,157,2635,437,841,63,4192,820.2204
820.2205,U. E. Ecológico 25 de Julio A,PDC,285,100,140,302,98,131,2707,348,930,78,4111,820.2205
820.2301,U. E. Brasil,PDC,375,181,74,485,97,195,3045,613,949,77,5065,820.2301
820.2302,U. E. Walter Alpire Duran A,PDC,320,292,90,1247,121,315,3375,1436,748,72,7196,820.2302
820.2304,U. E. San Miguel,PDC,101,83,24,287,30,95,897,341,280,21,1858,820.2304
820.2305,U. E. Yunguyo Fe y Alegría B,PDC,497,70,93,307,101,159,3338,297,1124,88,4862,820.2305
820.2401,U. E. Bautista Saavedra,PDC,1035,159,249,495,187,281,6425,505,2784,260,9336,820.2401
820.2402,U. E. San Roque,PDC,1238,148,384,260,126,216,5263,326,3872,412,7961,820.2402
820.2403,U.E. Mcal. Antonio Jose de Sucre,PDC,560,100,149,352,120,138,3856,262,1791,185,5537,820.2403
820.2404,U. E. Villa Cooperativa A,PDC,485,99,116,281,114,151,3195,315,1511,167,4756,820.2404
820.2405,U. E. El Progreso A,PDC,601,75,170,281,130,137,3832,245,1910,174,5471,820.2405
820.2501,U.E. Marcelo Quiroga Santa Cruz,PDC,326,96,73,373,92,154,2821,439,866,98,4374,820.2501
820.2502,U.E. Mcal. Andrés de Santa Cruz,PDC,518,140,116,456,148,193,3986,505,1484,193,6062,820.2502
820.25027,U.E. 27 de Mayo A,PDC,376,88,93,307,97,97,2622,295,1259,124,3975,820.25027
820.25028,U. E. Franz Tamayo de Río Seco A,PDC,677,112,242,368,165,166,4451,369,2116,169,6550,820.25028
820.25035,U.E. Gral. Armando Escobar Uria,UNIDAD,41,53,13,471,17,65,357,476,77,6,1493,820.25035
820.25037,U.E. Mcal. José Ballivián  A,PDC,196,134,57,397,78,133,1796,432,541,53,3223,820.25037
820.25038,U.E. San Andres,PDC,110,61,39,180,30,52,718,270,211,27,1460,820.25038
820.25039,U.E. Republica De Italia,PDC,232,64,71,267,87,75,1890,258,813,72,2944,820.25039
820.25040,U.E. Amig Chaco,PDC,59,55,25,169,22,60,599,175,159,11,1164,820.25040
820.25041,U. E. Oscar Alfaro B,PDC,528,78,151,247,85,129,3561,275,1707,146,5054,820.25041
820.25042,U.E. Fuerza Aerea Argentina,PDC,133,18,52,60,26,58,864,66,438,41,1277,820.25042
820.25043,U.E. Tokio,PDC,190,73,59,155,49,70,1474,200,596,66,2270,820.25043
820.25044,U.E. Pablo Zarate Villca,PDC,123,26,33,81,39,43,919,86,359,45,1350,820.25044
820.25045,U. E. Venezuela,PDC,207,35,48,137,49,53,1373,105,675,60,2007,820.25045
820.25336,U.E. Cristal A,PDC,354,82,76,273,91,133,2164,350,898,94,3523,820.25336
820.25524,U.E. República de Canadá,PDC,103,30,15,116,32,47,731,150,227,28,1224,820.25524
820.25565,U.E. Akapana Fuerza Andina,PDC,34,10,5,42,15,19,261,63,69,9,449,820.25565
820.25599,U.E. Villa el Carmen,PDC,67,85,14,454,62,82,1247,412,256,17,2423,820.25599
820.25600,U.E. Iberdrola B,PDC,36,6,4,48,19,12,258,31,91,6,414,820.25600
820.25601,U. E. Juan Pablo II B,PDC,149,39,27,269,51,72,1398,226,359,50,2231,820.25601
820.25602,U.E. Ernesto Che Guevara,PDC,647,103,155,338,160,120,3887,277,1968,177,5687,820.25602
820.25603,U.E. Mariscal de Zepita,PDC,106,25,22,155,40,38,936,138,233,24,1460,820.25603
820.25727,U.E. Villa Victoria A,PDC,20,19,7,97,13,29,364,93,77,6,642,820.25727
820.2601,U.E. José Antonio Paredes Candia,PDC,791,162,185,539,152,195,5416,528,1952,240,7968,820.2601
820.2602,U.E. The Strongest,PDC,140,44,40,106,40,64,1356,136,510,49,1926,820.2602
820.2603,U.E. República de Cuba,PDC,570,87,166,251,137,170,3438,268,1571,190,5087,820.2603
820.2604,U.E. Gran Poder B,PDC,215,81,51,437,73,101,1728,508,518,41,3194,820.2604
820.2605,U. E. Villa Adela Yunguyo,PDC,217,119,78,399,91,89,2077,409,552,47,3479,820.2605
820.26056,U. E. Héroes de Octubre,PDC,223,26,123,50,21,47,925,71,734,54,1486,820.26056
820.2606,U.E. Santa Rosa de Lima,PDC,252,54,68,186,68,77,1615,174,846,81,2494,820.2606
820.2607,U.E. Vicente Tejada,PDC,226,207,42,840,91,204,2070,906,466,71,4586,820.2607
820.2609,U.E. Tejada Triangular,PDC,132,128,37,459,56,87,1160,522,290,18,2581,820.2609
820.26157,U.E. Avelino Siñani,PDC,63,19,18,60,22,17,471,61,218,19,731,820.26157
820.26158,U.E. Villa Imperial,PDC,100,13,19,53,23,24,567,76,282,26,875,820.26158
820.26159,U.E. Modelo Sur,PDC,18,7,5,34,3,10,183,28,81,9,288,820.26159
820.30040,U.E. Colorados de Bolivia,PDC,46,74,11,482,29,70,512,487,125,9,1711,820.30040
820.30041,U.E. Modesto Omiste,UNIDAD,48,60,10,490,21,76,454,564,92,4,1723,820.30041
820.30042,U.E. Juan Pablo II Don Bosco,PDC,113,64,32,247,51,91,1242,351,343,24,2191,820.30042
820.30043,U.E. Unión Bolivariana,PDC,160,118,28,505,55,131,1627,490,389,31,3114,820.30043
820.30044,U.E. Virgen De Copacabana A,PDC,244,56,53,176,62,92,1490,177,710,57,2350,820.30044
820.30045,U.E. San Antonio A,PDC,190,38,55,145,40,61,1303,173,592,52,2005,820.30045
820.30046,U.E. Boliviano Japones B,PDC,272,52,85,187,60,85,1839,183,957,81,2763,820.30046
820.30047,U.E. Jardines del Sur,PDC,217,36,62,154,41,68,1368,132,842,74,2078,820.30047
820.30048,U.E. Ventilla I,PDC,245,60,63,132,48,68,1429,109,938,91,2154,820.30048
820.30049,U. E. San José de Yunguyo A,PDC,227,95,68,246,58,116,1935,329,638,59,3074,820.30049
820.30050,U. E. 21 de Septiembre Señor de Lagunas,PDC,414,64,104,170,82,102,2682,165,1291,105,3783,820.30050
820.30052,U.E. Carlos Palenque Avilés,PDC,293,138,66,426,102,163,2589,491,633,63,4268,820.30052
820.30053,U.E. San Marcos,PDC,143,50,27,135,36,53,1175,159,379,30,1778,820.30053
820.30054,U.E. Taiwan,PDC,191,52,58,122,37,60,1613,149,588,54,2282,820.30054
820.30055,U.E. Unión Europea B,PDC,234,70,69,232,67,98,2265,253,658,78,3288,820.30055
820.301,U.E. Ingavi,PDC,366,119,102,319,98,131,3010,342,1143,114,4487,820.301
820.302,U.E. Illimani,PDC,451,152,116,404,157,159,3378,454,1432,139,5271,820.302
820.303,U.E. Rafael Pabón,PDC,411,99,118,296,109,138,2806,269,1388,161,4246,820.303
820.32141,U.E. Chijini Alto,PDC,31,6,4,39,13,11,230,26,61,4,360,820.32141
820.32152,U.E. Horizontes A,PDC,119,70,24,484,74,108,1469,437,339,32,2785,820.32152
820.32153,U.E. Las Delicias A,PDC,213,109,66,525,63,144,1578,619,482,40,3317,820.32153
820.32154,U.E. San Luis de Gonzaga A,PDC,3,5,0,7,3,4,55,16,11,2,93,820.32154
820.32155,U.E. Julián Apaza,PDC,10,8,2,62,16,19,204,66,53,2,387,820.32155
820.32156,U.E. Adventista Salomón,PDC,13,5,0,32,1,5,49,38,10,1,143,820.32156
820.32157,U.E. Amor de Dios,PDC,16,5,5,30,4,8,105,29,32,2,202,820.32157
820.32158,U.E. Ayacucho,PDC,16,16,5,44,15,11,216,54,49,1,377,820.32158
820.32164,U.E.  Adrián Castillo Nava A,PDC,21,10,2,68,11,14,260,54,75,12,440,820.32164
820.32170,U. E. Cosmos 79,PDC,59,25,12,149,32,22,534,119,110,14,952,820.32170
820.32194,U. E. San Felipe,PDC,61,10,23,57,20,19,477,70,148,9,737,820.32194
820.32196,U. E. Cuerpo de Cristo Fe y Alegría,PDC,191,94,52,475,51,97,1774,501,472,47,3235,820.32196
820.32210,U.E. Reino de Belgica,PDC,8,3,1,19,4,5,86,14,32,4,140,820.32210
820.32287,U.E. Jesús Obrero Mañana,PDC,18,17,2,57,6,20,197,98,39,5,415,820.32287
820.32290,U.E. Jesús Obrero Villa Esther,PDC,2,0,1,3,0,0,10,4,0,0,20,820.32290
820.32305,U.E. 6 de Junio,PDC,0,1,0,3,0,0,7,0,0,0,11,820.32305
820.32306,U.E. 9 de Julio,UNIDAD,1,0,0,0,0,3,3,6,1,0,13,820.32306
820.32313,U.E. San Pedro de Charapaqui,PDC,3,0,1,0,0,1,13,4,2,1,22,820.32313
820.32392,U.E. Noel Kempf Mercado,PDC,0,3,0,0,0,0,9,2,2,0,14,820.32392
820.32395,U.E. La Primera,PDC,9,8,0,24,3,11,59,26,6,3,140,820.32395
820.401,U.E. Puerto de Guaqui,PDC,370,192,102,455,147,169,3307,604,994,121,5346,820.401
820.402,U.E. San José Fe y Alegría,PDC,545,293,157,1055,196,396,5138,1211,1418,143,8991,820.402
820.403,U.E. Adrián Castillo Nava B,PDC,497,250,141,663,184,286,4585,845,1433,144,7451,820.403
820.404,U.E. Juan José Torrez Gonzales B,PDC,188,91,47,230,76,83,1805,214,582,78,2734,820.404
820.405,U.E. Luis Espinal Camps Fe y Alegría,PDC,196,86,40,243,51,93,1561,312,400,29,2582,820.405
820.501,U.E. Elizardo Perez,PDC,250,154,75,531,119,217,2805,553,645,72,4704,820.501
820.502,U.E. Mcal. José Ballivián  D,PDC,189,140,57,371,59,147,1745,414,526,63,3122,820.502
820.503,U.E. Nazareno Basil Miller,PDC,163,80,32,446,74,137,1508,495,329,23,2935,820.503
820.504,U.E. Gran Bretaña,PDC,368,165,77,609,109,272,3069,724,691,76,5393,820.504
820.505,U.E. Los Andes,PDC,178,107,43,424,71,137,1997,413,501,53,3370,820.505
820.601,U.E. Santa Maria de Los Ángeles,PDC,364,205,98,1053,133,322,3219,1156,756,115,6550,820.601
820.603,U.E. Juvenal Mariaca B,PDC,319,276,86,1217,154,294,3167,1347,744,75,6860,820.603
820.604,U.E. El Alto Integración,PDC,102,93,21,422,51,105,874,442,255,17,2110,820.604
820.605,U.E.  Interandino Boliviano,PDC,14,10,2,77,6,10,189,62,25,6,370,820.605
820.701,U.E. 12 de Octubre,PDC,205,171,56,750,115,115,1865,846,494,44,4123,820.701
820.702,U.E. Andrés Bello,PDC,50,55,17,281,22,56,459,249,101,11,1189,820.702
820.703,U.E. Santiago I,PDC,229,149,54,655,74,144,1727,681,417,38,3713,820.703
820.801,U.E. Tarapaca,PDC,219,123,54,779,98,180,1906,842,524,64,4201,820.801
820.803,U.E. Brasilia,PDC,180,170,41,600,60,169,1651,807,432,23,3678,820.803
820.804,U.E. Juan Capriles,PDC,187,119,31,431,54,121,1496,447,548,46,2886,820.804
821.101,Escuela IV Centenario,LIBRE,221,887,22,1181,21,65,501,416,350,33,3314,821.101
821.102,Escuela Central Taquiña C,LIBRE,502,1103,46,2122,85,94,1606,652,1010,80,6210,821.102
821.103,Colegio Marista Nuestra Señora Del Pilar,LIBRE,242,824,26,1166,34,51,759,454,470,25,3556,821.103
821.104,U. E. Raymundo Herman,LIBRE,211,942,19,1478,33,63,541,502,337,30,3789,821.104
821.105,Colegio Hispano Boliviano,LIBRE,92,390,7,952,17,30,319,276,178,13,2083,821.105
821.106,Colegio Nacional Mixto Cochabamba,LIBRE,237,1090,17,1995,24,76,566,635,339,28,4640,821.106
821.107,Unidad Educativa Club De Leones,LIBRE,111,605,8,1413,30,38,299,427,205,14,2931,821.107
821.108,Escuela Mixta Fiscal Temporal A,LIBRE,174,493,17,1052,20,51,417,327,260,41,2551,821.108
821.109,Colegio Marista,LIBRE,195,947,14,2435,44,68,497,677,291,46,4877,821.109
821.111,Colegio Federico Froebel,LIBRE,168,551,15,1788,25,48,335,469,264,16,3399,821.111
821.113,Instituto Eduardo Laredo,LIBRE,57,212,3,1282,17,35,127,360,85,7,2093,821.113
821.114,Instituto Americano,LIBRE,180,993,15,3715,27,111,410,1089,317,18,6540,821.114
821.115,Colegio Jaime Escalante,LIBRE,46,201,1,747,4,22,66,225,44,5,1312,821.115
821.116,Centro Inmaculada Concepcion,LIBRE,29,194,2,1035,2,20,50,264,42,11,1596,821.116
821.117,Escuela Maryknoll,LIBRE,34,126,2,1074,3,35,49,261,46,4,1584,821.117
821.119,Escuela Jose Maria Santivañez,LIBRE,99,566,7,2278,22,52,228,662,140,12,3914,821.119
821.120,Colegio Maryknoll,LIBRE,113,645,1,3150,22,72,176,737,138,27,4916,821.120
821.121,Liceo Guindalina Loayza,LIBRE,28,163,3,839,16,21,64,230,74,7,1364,821.121
821.122,Colegio Venezuela,LIBRE,71,359,8,1142,7,20,114,254,108,16,1975,821.122
821.123,Colegio Richard Von Weizacker,LIBRE,93,511,6,1728,19,52,188,509,118,8,3106,821.123
821.125,Colegio Branco Petricevic,LIBRE,279,1114,22,2750,43,87,521,916,406,36,5732,821.125
821.128,Seminario San Jose,LIBRE,127,554,13,1456,17,57,369,391,228,28,2984,821.128
821.129,Esc. Fiscal Juan XXIII A Juancito Pinto,LIBRE,102,451,7,864,13,53,319,276,148,8,2085,821.129
821.130,Unidad Educativa Maria Emilia Riquelme (Ex Maria Cristina),LIBRE,154,553,16,612,19,34,467,280,247,23,2135,821.130
821.131,Escuela Gutierrez Mariscal,LIBRE,326,1298,25,1751,52,94,987,639,595,49,5172,821.131
821.132,Escuela Antofagasta,LIBRE,213,799,27,1569,27,57,374,571,242,37,3637,821.132
821.133,Centro Particular Geronimo De Osorio,LIBRE,210,1203,28,1776,42,79,638,638,402,36,4614,821.133
821.134,Unidad Educativa Esteban Arze,LIBRE,118,554,17,719,17,37,278,292,213,17,2032,821.134
821.135,Escuela Jose Gabriel De Gumucio,LIBRE,33,280,2,857,6,30,73,237,66,13,1518,821.135
821.136,Colegio Cristo Rey,LIBRE,103,566,5,1650,10,50,179,416,176,18,2979,821.136
821.137,Colegio Paulo VI,LIBRE,81,380,2,1392,19,31,130,321,97,7,2356,821.137
821.139,U. E. 1ro. de Mayo,PDC,260,138,51,246,44,29,852,75,1190,46,1695,821.139
821.140,Colegio La Salle,LIBRE,70,302,0,1323,10,35,91,315,91,2,2146,821.140
821.141,Colegio Boliviano Argentino,LIBRE,22,128,0,385,2,8,86,140,57,5,771,821.141
821.142,Colegio Abaroa,LIBRE,66,351,6,875,9,19,173,250,111,13,1749,821.142
821.143,Unidad Educativa Daniel Salamanca (Ex Colegio Nal. Mixto 6 De Agosto),LIBRE,13,184,1,478,6,24,74,139,43,4,919,821.143
821.144,Colegio Aleman Santa Maria,LIBRE,57,316,2,1252,21,34,191,318,106,15,2191,821.144
821.145,Colegio Don Bosco,LIBRE,133,576,6,2436,21,48,185,632,175,15,4037,821.145
821.146,Colegio Loyola,LIBRE,54,215,1,1011,15,32,116,290,66,8,1734,821.146
821.147,Escuela Wilge Rodriguez,LIBRE,38,117,6,444,6,21,110,132,71,4,874,821.147
821.148,Unidad Educativa Domingo Savio (Ex Lorenzo Filho),LIBRE,78,247,5,910,8,33,109,274,98,9,1664,821.148
821.149,Escuela Gualberto Villarroel,LIBRE,65,342,3,999,16,31,145,285,114,8,1886,821.149
821.150,Liceo  Mercedes Candia De Ovando,LIBRE,154,782,12,1646,34,41,375,418,227,22,3462,821.150
821.151,Colegio San Rafael,LIBRE,105,582,7,1192,16,55,259,360,199,15,2576,821.151
821.152,Escuela Walter Vallejo,LIBRE,96,302,5,467,16,31,265,140,162,14,1322,821.152
821.153,Colegio Bolivar,LIBRE,68,267,4,753,15,36,235,204,129,15,1582,821.153
821.155,Unidad Educativa San Miguel,PDC,184,402,18,345,24,40,467,147,530,55,1627,821.155
821.156,Colegio Amor de Dios,LIBRE,261,852,34,1115,30,73,735,442,599,49,3542,821.156
821.157,Colegio Pio XII,LIBRE,67,271,5,631,25,17,344,190,183,13,1550,821.157
821.158,Escuela Bolivar,LIBRE,63,196,8,397,6,22,240,115,125,10,1047,821.158
821.159,Centro Kanata,LIBRE,62,175,5,290,12,12,180,112,84,8,848,821.159
821.160,(Cárcel) Penitenciaria San Sebastian Mujeres,AP,58,20,1,14,1,3,16,39,65,18,152,821.160
821.161,Colegio La Salle Fiscal,LIBRE,161,965,19,1906,42,61,558,600,332,31,4312,821.161
821.162,Liceo Adela Zamudio,LIBRE,144,578,8,1462,31,66,343,397,242,16,3029,821.162
821.164,Unidad Educativa Santa Maria Micaela,LIBRE,202,1066,10,1763,30,89,696,621,449,27,4477,821.164
821.165,Esc. Republica Del Peru O I. Vasquez,APB-SUMATE,265,1732,27,1685,48,105,843,641,473,32,5346,821.165
821.166,Unidad Educativa Estados Unidos,LIBRE,74,391,5,503,12,20,274,132,121,7,1411,821.166
821.167,Colegio Yugoslavia ( Ex Mariscal Santa Cruz),LIBRE,117,491,11,783,13,46,311,276,171,14,2048,821.167
821.168,Colegio Sergio Almaraz Paz,LIBRE,228,993,30,1305,38,70,707,485,401,34,3856,821.168
821.169,Unidad Educativa Andres Bello,PDC,269,667,25,856,42,72,937,317,629,87,3185,821.169
821.170,Colegio Ismael Montes O Luis Espinal,PDC,263,641,27,662,46,66,875,316,707,51,2896,821.170
821.171,Colegio Martin Cardenas,LIBRE,234,691,29,1005,45,55,846,409,561,36,3314,821.171
821.173,Colegio Santa Luisa Marillac,PDC,454,576,69,792,77,85,1496,358,1205,84,3907,821.173
821.174,Colegio Sebastian Pagador,PDC,466,394,79,531,88,64,1711,237,1566,125,3570,821.174
821.175,Escuela Buenas Nuevas A,PDC,332,684,40,948,62,80,1329,388,704,54,3863,821.175
821.176,Escuela Camara Junior,LIBRE,80,322,13,343,14,14,316,147,209,20,1249,821.176
821.177,Unidad Educ. Eduardo Lopez O E. Don Bosco,PDC,256,531,34,407,37,47,818,183,530,54,2313,821.177
821.178,Centro Educativo P.  Maria Auxiliadora,PDC,240,809,31,739,32,43,954,389,605,40,3237,821.178
821.179,Colegio San Francisco de Asis,LIBRE,397,1413,31,1780,84,148,1415,635,774,74,5903,821.179
821.180,Unidad Educativa Obispo Anaya,PDC,226,289,26,486,28,45,811,163,621,28,2074,821.180
821.181,Unidad Educativa Vision Mundial,PDC,314,526,37,518,27,66,815,212,752,54,2515,821.181
821.182,Escuela Gerardo Vargas,PDC,308,405,66,306,24,71,1149,180,1288,90,2509,821.182
821.183,Unidad Educativa El Salvador San Javier,PDC,348,469,32,593,56,62,1228,275,935,71,3063,821.183
821.184,Centro Integrado El Salvador S Vera Cruz,PDC,167,226,23,222,13,31,477,102,425,44,1261,821.184
821.185,Unidad Educativa Rene Barrientos Ortuño,PDC,410,274,75,259,27,45,1097,131,1792,134,2318,821.185
821.187,Colegio San Antonio De Pucara,PDC,1200,1187,135,1547,164,145,3525,710,3572,212,8613,821.187
821.188,Colegio Laura Vicuña,PDC,166,201,12,211,22,32,377,104,345,19,1125,821.188
821.189,Escuela Ceferino Namuncura,PDC,182,153,35,183,18,25,419,95,346,25,1110,821.189
821.190,Unidad Educativa Demetrio Canelas,PDC,267,375,30,276,15,67,590,199,536,63,1819,821.190
821.191,Escuela 6 de Agosto,PDC,784,454,97,608,93,82,1880,269,2980,176,4267,821.191
821.192,Colegio Irlandes,LIBRE,11,61,0,349,4,7,30,95,11,1,557,821.192
821.193,Escuela Eusebio Tudela,PDC,346,303,69,232,31,35,992,129,1095,80,2137,821.193
821.194,Escuela Ricardo Prudencio,PDC,166,404,26,460,36,47,834,215,470,35,2188,821.194
821.195,U.E. Humberto Portocarrero,PDC,262,337,14,396,36,36,776,151,669,28,2008,821.195
821.196,(Cárcel) Penitenciaria San Sebastian  Varones,AP,100,60,4,28,3,27,52,32,193,19,306,821.196
821.197,(Cárcel) Penitenciaria San Antonio,APB-SUMATE,30,31,1,13,3,10,23,24,108,18,135,821.197
821.198,Unidad Educativa Bolivia (La Maica),PDC,174,204,22,161,14,35,394,106,424,36,1110,821.198
821.199,Unidad Educativa Nueva Esperanza,PDC,458,218,68,245,38,41,1098,137,1928,99,2303,821.199
821.200,Colegio San Francisco (Villa Pagador),PDC,363,267,57,397,79,71,1423,165,1137,89,2822,821.200
821.202,Escuela Carlos Medinaceli,PDC,505,843,58,916,74,80,1680,392,1218,72,4548,821.202
821.203,Colegio Luis Quintin Vila,LIBRE,189,885,12,1729,19,65,351,584,245,35,3834,821.203
821.204,Liceo Elena Arze De Arze,LIBRE,100,440,6,2159,14,45,193,609,156,18,3566,821.204
821.205,Unidad Educativa Nueva Vera Cruz,PDC,362,300,57,434,55,49,1211,160,990,91,2628,821.205
821.206,Unidad Educativa Santiago,PDC,166,411,31,569,43,36,669,234,477,32,2159,821.206
821.207,Unidad Educativa Barbara Lamas,PDC,414,152,51,226,49,32,1015,88,2067,137,2027,821.207
821.209,Universidad Ucatec (Ex Ceivo),LIBRE,78,449,11,1336,16,27,228,425,157,13,2570,821.209
821.210,Colegio Santo Domingo Savio,LIBRE,164,668,12,1345,41,57,642,447,307,20,3376,821.210
821.211,Centro Educativo San Francisco De Asis,LIBRE,55,374,6,589,10,35,266,230,129,9,1565,821.211
821.212,Unidad Educativa de La Fuerza Aerea,LIBRE,104,312,6,401,31,23,377,185,166,18,1439,821.212
821.213,Colegio Buenas Nuevas C,PDC,239,567,39,590,48,60,902,287,528,48,2732,821.213
821.214,Unidad Educativa Alto Cochabamba,PDC,59,59,6,77,9,5,208,27,176,11,450,821.214
821.215,Unidad Educativa Garibaldi,LIBRE,153,604,19,1120,34,37,492,375,325,30,2834,821.215
821.216,Colegio Tecnico Humanistico Abaroa,LIBRE,95,544,16,931,26,26,402,379,203,18,2419,821.216
821.217,Unidad Educativa Felix Capriles,LIBRE,42,227,5,528,11,12,279,219,115,7,1323,821.217
821.218,Unidad Educativa Nataniel Aguirre,LIBRE,5,85,0,177,2,3,52,67,28,1,391,821.218
821.219,Escuela Fiscal Juan XXIII A,LIBRE,160,738,15,1324,28,79,555,420,255,19,3319,821.219
821.220,Unidad Educativa Jose Ignacio Sanjines,LIBRE,87,342,3,771,17,30,331,272,141,8,1853,821.220
821.221,Unidad Educativa Rene Crespo,PDC,72,101,9,90,12,10,241,42,230,18,577,821.221
821.222,Unidad Educativa Maria Josefa Mujia,PDC,336,228,46,329,62,51,1259,132,1230,91,2443,821.222
821.223,Colegio Venjamnin,PDC,263,284,16,494,53,35,970,210,776,52,2325,821.223
821.224,Unidad Educativa Atiy,PDC,154,152,14,257,45,34,737,87,508,40,1480,821.224
821.225,Escuela Central Taquiña A,LIBRE,319,715,34,956,42,55,886,358,619,52,3365,821.225
821.226,Unidad Educativa Rosendo Peña,LIBRE,57,213,4,834,14,23,165,271,103,8,1581,821.226
821.227,Unidad Educativa Dionisio Morales Choque,PDC,602,233,69,220,52,60,1373,149,2759,149,2758,821.227
821.229,U. E. San Nicolas Club de Leones,PDC,427,183,40,228,53,41,867,94,1666,89,1933,821.229
821.230,Unidad Educativa Stefano Hotellier,PDC,360,218,38,330,48,54,938,150,1108,51,2136,821.230
821.231,Unidad Educativa 14 de Septiembre,LIBRE,41,222,7,882,8,22,139,207,90,8,1528,821.231
821.232,Unidad Educativa Facundo Quiroga,LIBRE,53,223,2,731,22,11,154,206,60,9,1402,821.232
821.234,Unidad Educativa 9 de Marzo,PDC,245,103,42,192,33,19,815,85,899,61,1534,821.234
821.235,Unidad Educativa Juan Jose Torrez,PDC,246,166,24,307,52,38,932,107,763,48,1872,821.235
821.236,Unidad Educativa San Miguel Alta Tension,PDC,139,138,8,204,28,28,554,71,435,42,1170,821.236
821.237,Unidad Educativa Verdad y Vida,PDC,516,300,45,493,88,70,1764,194,2088,139,3470,821.237
821.238,Unidad Educativa Siglo XX   Gabriela Mistral,PDC,190,189,19,324,39,28,704,112,502,27,1605,821.238
821.239,Unidad Educativa America Del Sur   Mejillones A,PDC,73,138,10,210,15,19,283,88,136,9,836,821.239
821.240,Unidad Educativa Santa Cruz   Eduardo Ocampo Moscoso,PDC,23,66,2,66,2,7,84,40,50,5,290,821.240
821.241,Unidad Educativa 26 de Octubre,PDC,366,783,46,1160,62,63,1265,421,915,72,4166,821.241
821.242,Unidad Educativa Hno Pacifico Feletti,PDC,277,139,53,227,69,29,983,110,1234,52,1887,821.242
821.243,U.E. ADRA Juan XXIII,LIBRE,28,115,0,322,6,14,86,122,32,0,693,821.243
821.244,Unidad Educativa Voces Libres,PDC,280,105,26,220,46,26,852,71,1354,44,1626,821.244
821.246,Unidad Educativa Antonio Diez,PDC,398,339,55,467,70,54,1289,206,1296,91,2878,821.246
821.247,Unidad Educativa Prof. Oscar Rojas Caballero,LIBRE,59,112,10,231,11,14,230,77,117,7,744,821.247
821.25313,U.E. Madre De La Divina Providencia,PDC,70,193,4,238,14,16,302,107,156,10,944,821.25313
821.25358,U.E. Nacional San Isidro,PDC,346,190,52,192,32,32,894,78,1370,102,1816,821.25358
821.25478,U.E. Israel,PDC,329,183,20,331,78,60,1078,146,1186,72,2225,821.25478
821.25479,Hogar Comunitario Disneylandia,PDC,20,55,5,71,1,11,124,20,53,6,307,821.25479
821.25867,U. E. Isaac Attie,LIBRE,18,85,1,602,4,12,35,189,29,3,946,821.25867
821.25868,U. E. España,LIBRE,27,175,2,790,11,18,102,216,63,7,1341,821.25868
821.25869,U. E. San Agustín,LIBRE,186,559,9,2865,20,60,324,810,226,19,4833,821.25869
821.25870,U. E. San José,LIBRE,43,207,5,769,6,25,140,257,79,35,1452,821.25870
821.25871,U. E. Oscar Alfaro,LIBRE,36,127,3,357,8,8,85,96,49,7,720,821.25871
821.25872,U. E. Jorge Vásquez,LIBRE,38,241,4,1158,8,18,112,298,68,6,1877,821.25872
821.25873,Sede Social Sindicato Agrario Taquiña,LIBRE,35,77,4,154,7,6,122,74,58,8,479,821.25873
821.25875,U. E. Peniel,PDC,73,68,9,177,35,19,399,60,183,10,840,821.25875
821.25876,U. E. San Miguel Arcángel,PDC,32,33,1,59,6,9,121,29,76,5,290,821.25876
821.25877,U. E. Túpac Katari,PDC,81,50,6,75,18,3,237,26,308,15,496,821.25877
821.25878,U. E. Vikinga Boliviana,PDC,7,45,1,56,1,6,57,26,63,7,199,821.25878
821.25879,U. E. San Francisco Javier,PDC,184,127,16,237,50,16,614,67,594,46,1311,821.25879
821.25880,U. E. El Mirador,PDC,44,12,15,14,5,4,116,10,219,16,220,821.25880
821.25881,U. E. 21 de Septiembre,PDC,50,20,5,39,12,6,140,20,186,18,292,821.25881
821.25882,U. E. Nuestra Señora de la Merced A,LIBRE,91,346,6,601,21,22,424,228,158,17,1739,821.25882
