c,n,g,AP,APB-SUMATE,FP,LIBRE,LYP-ADN,MAS-IPSP,PDC,UNIDAD,n,b,v,c_replaced
1331.1,U.E. María Vargas de Valda,PDC,105,129,16,647,17,65,736,367,304,56,2082,1331.1
1331.2,Escuela Bernardo Monteagudo,PDC,94,111,20,667,27,57,721,319,287,67,2016,1331.2
1331.25719,(Cárcel) Carceleta Pública de Monteagudo,AP,40,5,1,30,3,2,16,5,24,4,102,1331.25719
1331.30021,U.E. Lucio Siles Morales,PDC,64,74,11,382,20,38,456,222,164,27,1267,1331.30021
1331.30022,CEA Jorge Vargas Menduiña,PDC,33,46,5,212,6,19,297,108,105,31,726,1331.30022
1331.32385,U.E. República de Venezuela,PDC,7,9,1,45,5,7,74,28,15,2,176,1331.32385
1332.1,Nucleo Escolar Bartolo,PDC,5,3,0,5,1,0,51,2,9,4,67,1332.1
1333.1,Escuela Pampa Heredia,PDC,6,8,6,11,7,3,42,8,34,6,91,1333.1
1335.1,U. Edu. Juana Azurduy De Padilla,PDC,24,16,7,71,9,14,97,73,67,30,311,1335.1
1336.1,Unidad Educativa Rebeca De La Vega,PDC,103,69,25,269,18,33,731,165,308,81,1413,1336.1
1336.32159,U.E. Gladys Cruz Perez,PDC,19,14,6,102,2,15,208,45,83,17,411,1336.32159
1337.1,Escuela Pedernal,AP,50,10,4,14,4,8,49,31,42,12,170,1337.1
134.2413,Colegio Cajiata,PDC,35,4,16,3,5,7,117,5,77,36,192,134.2413
1340.1,Escuela 6 de Junio,LIBRE,21,12,8,106,8,15,82,35,58,19,287,1340.1
1341.1,Escuela Fernandez,PDC,19,17,6,24,8,7,55,9,53,6,145,1341.1
1342.1,Escuela Chapimayu,PDC,22,20,5,25,6,8,79,11,63,26,176,1342.1
1344.1,Colegio Amistad A,LIBRE,82,65,14,377,21,55,287,178,141,68,1079,1344.1
1345.1,Escuela Miguel Jhaster,LIBRE,28,8,4,60,8,16,30,42,34,27,196,1345.1
1346.1,Unidad Baldomero Lopez,PDC,31,13,7,37,3,5,46,28,44,20,170,1346.1
1348.1,Escuela Rafael Pabon,PDC,36,14,7,59,3,37,116,40,49,28,312,1348.1
135.2426,Escuela Sotalaya,PDC,70,4,8,7,5,23,170,3,88,19,290,135.2426
1350.1,Escuela Salvio Lanuza,LIBRE,26,19,6,79,7,4,52,62,22,38,255,1350.1
1354.1,U. Edu. Rosalia Vda. De Antezana,PDC,111,34,14,66,13,14,253,39,625,120,544,1354.1
1354.2,Colegio Aniceto Arce,PDC,114,34,14,78,11,21,386,36,578,102,694,1354.2
1354.26130,(Cárcel) Carceleta Pública de Tarabuco,AP,15,0,2,3,0,2,12,2,30,2,36,1354.26130
1355.1,Colegio Nacional Mixto Bolivia,PDC,54,11,5,17,6,12,303,24,90,26,432,1355.1
1357.1,U.E. Morado Qasa,PDC,46,10,6,7,8,1,58,5,111,28,141,1357.1
1359.1,Unidad Educativa Sarufaya,PDC,25,2,13,2,2,3,74,6,131,25,127,1359.1
136.2398,Tec. Humanista Pocoata Grande,PDC,62,6,19,6,4,12,201,22,238,50,332,136.2398
1360.1,Escuela Gustavo Valdivia De Pajcha,PDC,22,7,6,9,7,6,75,8,163,28,140,1360.1
1361.1,Unidad Educativa Sotomayor,PDC,30,14,19,34,6,14,106,23,342,65,246,1361.1
1363.1,Escuela Eduardo Sempertegui,PDC,77,24,15,96,12,41,285,41,332,96,591,1363.1
1364.1,Colegio Ana Leon de Huasa Cancha,PDC,23,10,13,12,6,19,69,11,111,32,163,1364.1
1365.1,U.E. Gerardo Rios Murillo,PDC,25,9,7,30,2,10,105,7,111,39,195,1365.1
137.2996,Esc. Vicenta Juariste Eguino,PDC,179,51,36,85,28,61,476,88,425,57,1004,137.2996
1371.1,Colegio Bolivia,UNIDAD,178,147,17,412,24,83,457,531,283,49,1849,1371.1
1371.2,Colegio Nacional Mixto 3 De Abril,PDC,229,180,36,443,20,81,628,542,381,61,2159,1371.2
1371.3,(Cárcel) Carceleta Pública de Camargo,PDC,13,4,0,1,3,1,44,6,17,6,72,1371.3
1372.1,Unidad Educativa Tacaquira,AP,70,11,6,13,4,11,59,32,79,15,206,1372.1
1373.1,Unidad Educativa Muyuquiri,AP,110,11,21,12,8,14,94,20,173,40,290,1373.1
1374.1,Unidad Educativa Suquistaca,PDC,27,2,8,9,2,8,31,11,102,20,98,1374.1
1375.1,U.E. El Porvenir,PDC,13,34,1,30,0,7,37,18,38,1,140,1375.1
1376.1,Unidad Educativa Palca Grande,UNIDAD,6,12,3,30,6,5,32,49,16,8,143,1376.1
1377.1,Unidad Educativa Higuera Huayco,PDC,23,6,8,28,1,12,49,37,31,11,164,1377.1
1379.1,Escuela Yurac Caballo,AP,43,6,2,18,4,9,26,13,52,7,121,1379.1
138.8006,Casa de  Gobierno,PDC,29,10,7,11,5,11,141,11,49,13,225,138.8006
1380.1,Unidad Educativa Acchilla,PDC,27,15,2,8,13,9,58,4,172,57,136,1380.1
1381.1,Unidad Educativa Lintaca,UNIDAD,7,3,0,7,0,0,5,8,2,1,30,1381.1
1382.1,Escuela La Quemada,UNIDAD,9,14,2,12,1,10,8,25,18,5,81,1382.1
1383.2,U. Edu. Eduardo Avaroa,PDC,112,35,18,92,16,44,434,57,387,77,808,1383.2
1383.30023,U.E. Rene Barrientos Ortuño,PDC,97,22,20,86,10,21,298,42,319,56,596,1383.30023
1384.1,Unidad Educativa Padcoyo,PDC,63,13,19,41,8,16,137,11,343,31,308,1384.1
1385.1,Unidad Educativa Rosendo La Fuente,PDC,96,6,8,17,13,16,105,20,213,38,281,1385.1
1386.30024,U.E. 12 de Abril B,PDC,76,12,14,27,12,26,215,24,322,56,406,1386.30024
1387.1,Unidad Educativa Kollpa,AP,42,4,5,2,0,4,26,1,163,21,84,1387.1
1388.1,Unidad Educativa Canchas Blancas,PDC,18,5,1,2,1,2,24,0,121,28,53,1388.1
139.25780,U.E. Rosapata,PDC,25,5,3,2,1,10,48,3,37,7,97,139.25780
1390.1,Escuela Payacota Del Carmen,PDC,33,8,6,14,10,6,155,20,98,27,252,1390.1
1391.1,Unidad Educativa Tambillos,PDC,27,2,12,9,1,14,42,2,146,33,109,1391.1
1392.1,Unidad Educativa Pirhuani,PDC,4,1,1,0,2,0,7,0,96,4,15,1392.1
1393.1,Unidad Educativa Uruchini,PDC,8,0,5,2,2,7,20,4,53,11,48,1393.1
1394.1,Unidad Educativa Torojchi,PDC,5,1,1,0,3,5,15,2,67,5,32,1394.1
1396.1,Unidad Educativa Ocuri,PDC,29,7,6,11,6,13,109,8,317,48,189,1396.1
1397.1,Unidad Educativa Palacio Tambo,PDC,230,8,15,30,16,25,402,17,389,86,743,1397.1
1398.1,Unidad Educativa Laja Ckasa,PDC,27,1,2,1,2,4,39,1,87,20,77,1398.1
1399.1,Unidad Educativa Pasla,AP,10,2,1,1,0,1,8,0,99,11,23,1399.1
140.2962,Esc. Topohoco,PDC,31,6,8,4,2,7,90,6,141,22,154,140.2962
1401.1,Unidad Educativa Eduardo Avaroa,PDC,164,43,13,128,32,43,479,100,438,70,1002,1401.1
1402.1,Colegio Padre Landini Simon Bolivar,PDC,176,27,31,107,26,68,707,73,749,157,1215,1402.1
1402.30025,Esc. Simón Bolívar,PDC,92,13,7,59,13,36,341,31,330,61,592,1402.30025
1403.1,Unidad Educativa Jose Antonio Zampa,PDC,56,4,14,19,11,20,135,13,327,76,272,1403.1
1404.1,Escuela San Lorencito,PDC,3,0,0,2,0,0,13,1,25,6,19,1404.1
1408.1,Escuela Santa Elena,PDC,43,10,4,4,5,14,43,3,145,48,126,1408.1
1409.1,Escuela Caiza K,AP,41,4,4,5,2,7,14,2,109,35,79,1409.1
141.3031,Esc. Pedro Domingo Murillo,PDC,27,4,3,4,2,4,63,7,111,27,114,141.3031
1410.1,Escuela Supas,MAS-IPSP,8,3,1,2,1,55,22,1,147,78,93,1410.1
1411.1,Escuela Bomboma,PDC,10,1,0,0,1,1,12,0,30,14,25,1411.1
1413.1,Escuela Huajlaya,PDC,26,4,4,6,7,14,51,6,74,26,118,1413.1
1417.30008,U.E. Eduardo Abaroa,PDC,220,142,44,382,38,111,1074,273,398,97,2284,1417.30008
1419.1,Colegio Daniel Sanchez Bustamante,PDC,63,20,12,39,11,39,150,19,103,38,353,1419.1
142.2907,Nucleo Esc. Central Enequella,PDC,22,5,7,5,4,18,83,11,176,38,155,142.2907
1420.1,Escuela René Anibarro Gómez,AP,17,4,2,3,1,2,10,0,53,6,39,1420.1
1421.1,Escuela Luis Santos Prado,PDC,9,5,0,3,1,5,25,4,22,3,52,1421.1
1422.1,Unid. Educ. San Miguel De La Quebrada,PDC,16,6,5,4,2,7,25,3,11,7,68,1422.1
1423.1,Escuela Elisardo Perez,PDC,25,46,9,11,5,6,52,28,78,33,182,1423.1
1424.1,Escuela Jorge Anibarro Zapata,PDC,41,20,12,31,9,19,155,26,97,34,313,1424.1
1425.2,Unidad Educativa Mamerto Nava Duran,PDC,9,10,7,5,2,8,21,8,62,29,70,1425.2
1426.1,Unidad Educativa 23 de Marzo,AP,238,26,10,110,6,42,204,129,150,34,765,1426.1
1427.1,Unidad Educativa Jailia,AP,24,6,3,3,4,1,21,10,16,17,72,1427.1
1428.1,Unidad Educativa Tarcana,AP,15,3,0,0,1,1,12,11,9,3,43,1428.1
1429.1,U. Edu. Daniel Sanchez Bustamante,PDC,19,0,3,8,3,2,27,16,6,8,78,1429.1
143.2908,Colegio Jose Manuel Pando,PDC,51,8,18,5,10,8,171,9,82,19,280,143.2908
1430.1,U. Edu. Jose Antonio Zampa,PDC,237,176,22,245,41,107,598,164,520,141,1590,1430.1
1430.30026,CEA Culpina San Roque,PDC,65,57,15,99,12,55,253,58,201,39,614,1430.30026
1430.32386,U.E. Cecilio Guzman de Rojas,LIBRE,1,0,0,8,0,2,4,4,8,1,19,1430.32386
1431.1,Unidad Educativa Tojlasa,PDC,48,13,7,24,12,47,116,12,163,38,279,1431.1
1432.1,Unidad Educativa Sajlina,PDC,72,36,3,37,13,18,144,11,135,34,334,1432.1
1434.1,Unidad Educativa Salitre,PDC,6,4,4,2,4,5,18,3,46,10,46,1434.1
1435.1,Unidad Educativa La Cienega,PDC,10,4,0,7,2,1,21,1,21,6,46,1435.1
1436.1,Unidad Educativa La Cueva,AP,37,8,2,4,4,12,15,7,54,20,89,1436.1
1437.1,Unidad Educativa El Monte,PDC,32,6,2,12,8,24,55,10,69,24,149,1437.1
1438.1,Unidad Educativa La Loma,PDC,19,4,4,2,6,3,21,6,66,17,65,1438.1
1439.1,Unidad Educativa San Francisco,AP,23,3,1,2,4,4,17,0,43,13,54,1439.1
144.3029,Col. Jayuma Llallagua,PDC,11,0,17,4,0,6,41,2,43,8,81,144.3029
1440.1,Unidad Educativa El Palmar,PDC,34,21,12,78,14,18,164,65,116,37,406,1440.1
1443.1,Unidad Educativa Puca Pampa,PDC,26,2,4,3,2,10,33,6,94,54,86,1443.1
1444.1,Unidad Educativa El Campamento,AP,51,14,4,5,3,15,21,8,27,1,121,1444.1
1446.1,Unidad Educativa Pilaya,FP,6,2,7,6,0,5,5,6,9,3,37,1446.1
1447.1,Unidad Educativa Jaime Mendoza,PDC,41,17,6,47,3,19,98,79,91,17,310,1447.1
1448.1,Unidad Educativa San Juan,PDC,26,3,3,14,1,6,40,30,46,11,123,1448.1
1449.1,Unidad Educativa Santa Rosa,AP,33,4,1,8,2,2,7,14,7,6,71,1449.1
145.2981,Esc. Huichuraya,PDC,15,7,9,3,2,3,41,14,37,13,94,145.2981
1450.1,Escuela Socpora,AP,13,1,1,9,1,1,3,7,6,3,36,1450.1
1451.1,Unidad Educativa Impora,UNIDAD,17,5,1,10,3,6,12,23,17,14,77,1451.1
1452.1,Unidad Educativa La Torre,AP,28,5,2,2,4,2,16,26,18,8,85,1452.1
1453.1,Unidad Educativa Lime,PDC,26,12,1,7,2,6,32,19,59,20,105,1453.1
1454.1,Unidad Educativa Taraya,UNIDAD,10,5,2,8,1,3,17,17,31,4,63,1454.1
1456.1,Escuela Hernando Siles,LIBRE,194,156,18,742,31,77,706,331,304,96,2255,1456.1
1458.1,Unidad Educativa Iguembe,LIBRE,35,12,2,96,2,8,25,36,32,16,216,1458.1
146.25779,U.E Janko Marca Sirpa,PDC,49,7,6,3,2,6,69,8,41,9,150,146.25779
1460.1,Casa Comunal Tentayapi,AP,81,18,62,49,15,33,10,18,11,5,286,1460.1
1463.1,Escuela Sapiranguimiri,PDC,5,6,5,10,5,3,14,5,11,7,53,1463.1
1464.1,Escuela Ticucha,PDC,7,8,4,14,2,1,40,10,14,10,86,1464.1
1465.1,U.E. Leo Schwarz,PDC,15,12,14,23,6,10,70,11,25,7,161,1465.1
1466.1,Escuela Rufino Salazar,PDC,8,27,5,39,2,16,53,35,37,13,185,1466.1
1468.1,U.E. San Antonio de Huacaya,UNIDAD,8,7,2,37,0,4,17,51,24,11,126,1468.1
147.3026,Col. Cancasilla,PDC,20,2,6,2,0,2,41,5,24,11,78,147.3026
1470.1,Escuela Boycobo,PDC,4,9,0,4,1,5,35,33,7,5,91,1470.1
1471.1,Escuela Fray Marcos Ozeti,UNIDAD,58,28,10,41,3,47,66,110,48,35,363,1471.1
1474.1,Escuela Eduardo Avaroa,LIBRE,74,58,10,281,9,26,188,191,113,46,837,1474.1
1475.1,Escuela Pedro Domingo Murillo,AP,20,3,2,4,0,6,12,13,6,5,60,1475.1
1478.1,Escuela San Juan de Camatindi,PDC,31,5,7,25,2,7,43,35,35,9,155,1478.1
1479.1,U. Edu. Heroes Del Chaco Hernado Siles,LIBRE,16,36,4,106,5,3,33,54,27,20,257,1479.1
148.25776,U.E. Santiago De Quilloma,PDC,35,9,7,3,6,14,75,10,117,51,159,148.25776
1480.1,Escuela El Vinal,PDC,0,1,3,8,2,0,9,7,9,10,30,1480.1
1481.1,Colegio Fray Quebracho,LIBRE,15,2,0,28,2,3,17,19,10,5,86,1481.1
1482.1,U.E. Bautista Jurado Hoyos Ipati de Ivo,LIBRE,14,4,0,54,5,8,15,27,17,14,127,1482.1
1489.1,Escuela 25 de Mayo,PDC,70,36,10,143,4,47,164,109,79,24,583,1489.1
149.25778,U.E. Elizardo Pérez,PDC,24,3,9,17,0,13,102,14,69,17,182,149.25778
1491.1,U.E. Ñancaroinza Estación,UNIDAD,27,18,5,41,3,11,29,41,31,12,175,1491.1
1493.1,Escuela Tiguipa Pueblo,UNIDAD,10,8,3,34,0,4,30,43,37,6,132,1493.1
1494.1,U. E. Simón Rodríguez,LIBRE,27,60,3,625,12,29,242,199,49,6,1197,1494.1
1494.10,Coleg. Bancario,LIBRE,13,40,3,531,10,23,126,120,32,6,866,1494.10
1494.11,U. E. San José  A,LIBRE,25,55,7,469,11,24,259,150,48,7,1000,1494.11
1494.12,Esc. Litoral,LIBRE,59,119,5,1106,30,73,608,314,133,13,2314,1494.12
1494.13,Esc. Copacabana,LIBRE,30,61,4,603,17,20,334,195,80,11,1264,1494.13
1494.15,Esc. Benicio Montero Mallo,LIBRE,44,110,10,766,19,32,393,280,128,15,1654,1494.15
1494.16,Kinder Concepcion,PDC,61,79,9,395,12,44,464,209,182,38,1273,1494.16
1494.17,Coleg. Luis Espinal,PDC,142,155,18,790,37,39,1164,418,361,36,2763,1494.17
1494.18,Esc. Jose A.Zampa,PDC,52,82,7,477,24,19,500,188,164,19,1349,1494.18
1494.19,Coleg. Cristo Maestro,LIBRE,25,70,3,627,9,35,273,186,71,6,1228,1494.19
1494.2,Col. Carlos Medinaceli,LIBRE,20,43,0,413,13,16,174,110,23,3,789,1494.2
1494.20,Esc. Jaime Mendoza,PDC,67,111,19,376,38,35,696,166,195,27,1508,1494.20
1494.21,Esc. Daniel Campos,LIBRE,132,193,16,1229,44,108,1188,454,330,40,3364,1494.21
1494.24,U. E. Vicente Bernedo  A,PDC,114,159,22,910,49,66,1189,356,368,61,2865,1494.24
1494.25,Esc. L. Subieta Sagarnaga,PDC,82,146,25,428,37,36,824,262,331,56,1840,1494.25
1494.25027,Escuela José Alonso De Ibáñez,LIBRE,24,52,5,622,7,13,183,181,64,5,1087,1494.25027
1494.25028,Instituto I.T.E.C. Fe y Alegría,LIBRE,19,20,0,323,12,14,145,114,28,24,647,1494.25028
1494.25031,Esc. Cobija,LIBRE,104,168,15,1264,32,78,998,364,217,37,3023,1494.25031
1494.25033,Esc. Boliviano Alemán,PDC,60,63,11,385,27,36,664,138,180,39,1384,1494.25033
1494.25036,(Cárcel) Penal de Cantumarca,AP,85,14,2,38,2,9,70,42,116,17,262,1494.25036
1494.25037,Esc. Jose Maria Linares,LIBRE,49,158,15,900,28,66,685,377,196,19,2278,1494.25037
1494.25039,Col. Aniceto Arce,LIBRE,30,40,0,407,11,13,154,100,41,5,755,1494.25039
1494.25040,Unidad Educativa Mejillones,PDC,196,162,35,816,55,68,1623,357,551,77,3312,1494.25040
1494.25041,Esc. 12 de Abril,LIBRE,40,97,8,496,23,38,480,270,146,30,1452,1494.25041
1494.25042,Esc. Jesus de Nazaret,PDC,217,142,31,735,46,102,1680,260,591,88,3213,1494.25042
1494.25044,U.E. Humberto Iporre Salinas,PDC,252,115,27,389,81,66,1820,206,838,140,2956,1494.25044
1494.25046,Unidad Educativa Santa Rosa,LIBRE,22,83,3,846,14,47,290,199,85,8,1504,1494.25046
1494.25047,U.E. Dr. Gonzalo Calderon Rios,PDC,147,83,19,199,52,36,1042,123,457,60,1701,1494.25047
1494.25048,U.E. Don Bosco B,PDC,79,95,9,740,37,33,790,227,183,21,2010,1494.25048
1494.25050,U.E. Cecilio Guzman Rojas,PDC,54,54,6,385,29,33,530,121,107,17,1212,1494.25050
1494.25052,U.E. 1ro. de Mayo San Idelfonso,PDC,10,4,2,9,2,3,52,4,20,6,86,1494.25052
1494.25504,U.E. Elizardo Perez,LIBRE,29,70,5,738,24,38,413,201,71,17,1518,1494.25504
1494.25505,U.E. Jesus Valle,PDC,13,13,3,49,4,2,116,21,53,10,221,1494.25505
1494.25638,U.E. María Gutiérrez,PDC,148,90,23,516,42,48,1178,194,398,66,2239,1494.25638
1494.27,Coleg. Don Bosco,LIBRE,16,53,3,599,8,21,111,165,37,4,976,1494.27
1494.28,Esc. Gregorio Barriga,LIBRE,6,27,1,135,0,3,45,36,12,1,253,1494.28
1494.29,Fe y Alegría y San Clemente,LIBRE,89,238,12,2273,47,106,1024,650,223,32,4439,1494.29
1494.30,Unid. Educ. Oscar Alfaro,LIBRE,24,49,4,642,8,33,178,192,41,8,1130,1494.30
1494.31,Esc. Gualberto Villarroel,PDC,59,73,8,420,18,18,536,196,200,24,1328,1494.31
1494.31101,U.E. San Roque (Inicial),PDC,25,44,1,213,5,16,231,90,60,8,625,1494.31101
1494.31102,U. E. Tomás Frías,LIBRE,42,77,6,498,11,28,392,170,100,10,1224,1494.31102
1494.31103,U. E. Elizardo Pérez de Villa Victoria,PDC,223,159,29,396,63,53,1642,260,812,153,2825,1494.31103
1494.31104,U. E. Ismael Montes  B,PDC,85,81,11,334,21,20,627,164,203,43,1343,1494.31104
1494.31106,U.E. Juan Manuel Calero,LIBRE,36,86,8,524,16,35,417,217,144,18,1339,1494.31106
1494.31107,U. E. Manuel Belgrano,PDC,43,80,5,337,19,22,481,198,121,15,1185,1494.31107
1494.31108,U. E. 31 de Octubre  A  (Inicial),LIBRE,21,32,4,287,7,18,194,69,43,6,632,1494.31108
1494.31109,U. E. El Minero (Inicial),LIBRE,14,37,4,176,5,6,135,84,41,6,461,1494.31109
1494.31110,Instituto Tecnológico Superior Potosí   ETA   Potosí,PDC,41,58,5,304,15,21,366,135,100,17,945,1494.31110
1494.31111,U. E. Otto Felipe Braun,LIBRE,28,50,3,468,16,17,284,156,51,5,1022,1494.31111
1494.31113,U. E. Pichincha,LIBRE,34,84,7,897,15,45,291,276,60,8,1649,1494.31113
1494.31114,U. E. Potosí (Inicial),LIBRE,17,34,6,361,10,16,175,112,34,5,731,1494.31114
1494.31115,U. E. Andrés de Santa Cruz  A  (Inicial),PDC,24,39,5,154,2,8,240,55,73,8,527,1494.31115
1494.31116,Escuela Superior de Formación de Maestros  Eduardo Avaroa,PDC,121,99,19,608,28,44,945,245,224,32,2109,1494.31116
1494.31118,U. E. Juan Pablo II  B  (Inicial),PDC,32,31,0,176,13,24,333,66,85,13,675,1494.31118
1494.31121,U. E. Hugo Chávez Frías,PDC,84,69,9,403,23,33,723,122,215,27,1466,1494.31121
1494.31122,U. E. Niño Jesús (Inicial),LIBRE,25,36,3,234,6,9,232,92,49,11,637,1494.31122
1494.31123,U.A.T.F. Carrera Economía,LIBRE,39,70,9,550,21,37,436,181,97,16,1343,1494.31123
1494.31125,Instituto Tecnológico Superior Nuevo Amanecer,PDC,46,50,8,189,15,19,433,86,128,15,846,1494.31125
1494.31127,U. E. Divino Maestro  C,LIBRE,35,85,5,591,22,39,391,176,90,13,1344,1494.31127
1494.32,Colegio Franciscano,LIBRE,20,53,3,652,6,25,131,212,26,2,1102,1494.32
1494.32391,U. E. Técnico Humanístico Warisata,PDC,68,20,2,30,9,11,161,21,138,24,322,1494.32391
1494.33,Coleg. Antofagasta,LIBRE,46,119,4,721,36,32,545,302,187,24,1805,1494.33
1494.35,Esc. Cleto Loayza,LIBRE,83,131,19,916,29,49,863,292,232,37,2382,1494.35
1494.36,Kinder Ismael Montes,LIBRE,75,99,11,783,24,53,613,277,179,26,1935,1494.36
1494.38,Col. 31 de Octubre,LIBRE,59,79,5,768,19,40,540,152,97,19,1662,1494.38
1494.39,U. E. José David Berrios,LIBRE,56,125,13,866,27,56,684,290,153,17,2117,1494.39
1494.4,Esc. Modesto Omiste,LIBRE,11,25,1,207,6,10,72,66,17,1,398,1494.4
1494.40,U.E. 31 de Octubre,LIBRE,68,104,12,1010,24,69,678,254,132,19,2219,1494.40
1494.42,Esc. Topater,LIBRE,148,200,19,1950,49,99,1249,634,306,31,4348,1494.42
1494.43,Esc. Enrique Viana,LIBRE,51,104,8,798,29,47,665,301,135,21,2003,1494.43
1494.44,U. E. Germán Busch  A,PDC,132,127,27,706,48,64,1247,267,355,75,2618,1494.44
1494.45,Esc. 6 de Junio,PDC,281,116,30,535,46,60,1195,213,660,123,2476,1494.45
1494.46,Esc. Karachipampa,PDC,36,69,15,97,15,16,398,42,140,33,688,1494.46
1494.48,Lic. Sucre,LIBRE,28,48,9,411,16,23,302,136,70,7,973,1494.48
1494.483,Mariscal Santa Cruz,PDC,85,105,10,655,40,48,961,210,229,32,2114,1494.483
1494.484,U. E. Juan Pablo II,PDC,200,215,29,1157,87,89,2112,405,553,97,4294,1494.484
1494.5,Esc. 1ro de Abril,LIBRE,14,34,2,254,7,16,104,70,26,6,501,1494.5
1494.50,Esc. Kenny Prieto Melgarejo,PDC,201,198,27,1312,62,72,1916,424,484,66,4212,1494.50
1494.571,Col. Divino Maestro,LIBRE,53,91,9,866,25,48,538,258,95,20,1888,1494.571
1494.572,Esc. Salvador Revilla,LIBRE,17,61,3,585,2,25,143,154,36,4,990,1494.572
1494.573,U.E. Antonio José De Sucre,PDC,101,163,28,442,31,27,970,219,389,72,1981,1494.573
1494.588,U. E. Villa Colón,PDC,161,138,23,487,66,43,1348,255,580,81,2521,1494.588
1494.589,Instituto San Juan,LIBRE,18,49,6,408,9,26,212,128,51,6,856,1494.589
1494.7,U. E. Antonio Quijarro  A,LIBRE,12,24,1,247,5,13,60,87,28,1,449,1494.7
1495.51,U. E. Mariscal Sucre A,PDC,58,34,17,99,20,51,189,37,246,88,505,1495.51
1496.52,U. E. Turiri,PDC,43,3,5,6,4,16,77,5,260,81,159,1496.52
1497.63,U. E. Anthura,PDC,155,31,19,13,24,75,157,30,453,88,504,1497.63
1498.53,U. E. Jahuacaya,PDC,74,27,14,14,24,16,115,6,286,118,290,1498.53
1499.54,U. E. Tacohara Baja,PDC,13,2,4,0,3,0,13,2,100,9,37,1499.54
150.2997,Esc. Caquiaviri,PDC,118,28,37,34,12,34,345,44,274,58,652,150.2997
1500.55,U. E. Franz Tamayo De Actara,AP,208,36,13,22,12,39,139,14,243,61,483,1500.55
1501.56,Esc. Puituco,PDC,10,1,2,1,2,4,25,3,42,16,48,1501.56
1502.57,U. E. Isla,PDC,5,2,2,10,1,2,20,5,5,1,47,1502.57
1503.58,Esc. Tarapaya,PDC,7,17,2,68,3,6,128,40,32,9,271,1503.58
1504.59,Esc. Alonso De Ibanez,LIBRE,13,14,0,92,2,1,89,27,24,2,238,1504.59
1505.60,Esc. Jose Antonio Zampa,PDC,16,16,12,39,9,18,266,22,91,18,398,1505.60
1506.61,Coleg. San Rafael,PDC,148,47,20,101,17,21,445,62,126,43,861,1506.61
1507.62,Esc. Manquiri,PDC,14,13,5,8,1,6,31,7,35,12,85,1507.62
1508.64,Esc. Martin Cruz,PDC,44,42,7,27,8,5,155,23,79,28,311,1508.64
1509.66,Esc. Eduardo Avaroa,PDC,41,28,18,73,6,18,253,29,155,34,466,1509.66
151.3022,Esc. Achiri,PDC,86,10,20,20,12,17,293,23,253,42,481,151.3022
1511.68,Esc. Juan XXIII,PDC,29,7,7,9,4,14,98,2,169,26,170,1511.68
1512.69,Esc. Juan Jose Perez,PDC,25,4,6,2,3,11,53,3,133,11,107,1512.69
1513.70,Esc. Santa Lucia,LIBRE,7,8,0,79,5,0,54,13,18,2,166,1513.70
1514.71,Esc. Cayara,PDC,32,36,10,36,11,20,196,24,86,24,365,1514.71
1515.72,Esc. Chiracoro,PDC,42,10,11,30,6,8,156,22,68,15,285,1515.72
1516.73,U. E. Cahuayo,PDC,12,2,5,4,1,0,28,2,48,10,54,1516.73
1517.31156,U. E. Uncía,PDC,90,69,28,93,19,28,359,64,281,42,750,1517.31156
1517.32275,U.E. María Ayma Mamani,PDC,87,23,31,18,5,14,164,9,421,30,351,1517.32275
1517.74,Coleg. Rafael Bustillo,PDC,126,132,47,124,23,53,487,80,458,61,1072,1517.74
1517.75,Col. Intermedio Independencia,PDC,194,219,56,188,30,74,712,95,560,91,1568,1517.75
1517.76,Esc. Modesto Omiste,PDC,59,113,32,179,17,34,304,84,179,20,822,1517.76
1517.77,Esc. Juana Azurduy De Padilla,PDC,202,104,94,115,35,79,713,81,860,100,1423,1517.77
1517.78,(Cárcel) Cárcel San Miguel de Uncía,AP,24,9,3,4,1,2,21,4,84,11,68,1517.78
1519.486,U. E. Quila Quila,PDC,13,6,4,2,3,2,43,3,53,13,76,1519.486
152.3042,Esc. Calama Quintavi,PDC,1,0,1,0,0,0,14,0,9,1,16,152.3042
1520.31157,U. E. Mariscal Andrés de Santa Cruz  A,PDC,149,56,32,67,23,24,682,50,574,128,1083,1520.31157
1520.77,U. E. Mariscal Andres De Santa Cruz B,PDC,14,12,0,22,6,6,179,7,105,10,246,1520.77
1521.78,U. E. San Cristobal,PDC,27,13,8,10,6,10,59,3,84,54,136,1521.78
1522.79,U. E. Rafael Pabón,PDC,46,27,26,34,6,16,173,30,260,43,358,1522.79
1523.80,U. E. Octavio Murillo,PDC,139,28,15,19,14,11,415,13,379,66,654,1523.80
1524.82,U. E. Julian Apaza,PDC,24,10,4,3,8,5,76,4,158,50,134,1524.82
1526.488,U. E. Cnl. Ramon Acero,PDC,34,6,17,6,4,3,35,1,137,31,106,1526.488
1527.31158,U. E. Ismael Montes,PDC,101,22,25,26,10,23,208,14,282,58,429,1527.31158
1527.84,U. E. Pablo Zarate Villca,PDC,152,30,23,29,12,26,305,56,665,111,633,1527.84
1528.85,U. E. Rafael Bustillos,AP,107,11,20,9,2,3,98,6,544,87,256,1528.85
1529.87,Nucleo Escolar Cala Cala,PDC,233,29,11,15,15,16,383,7,415,52,709,1529.87
153.2929,Nucleo Escolar Vichaya,PDC,46,5,6,22,9,7,131,12,85,19,238,153.2929
